label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
open,0.000000,0.000000,0.000000,-0.137364,-0.133171,-0.056516,-0.242221,-0.316911,-0.096954,-0.295545,-0.472587,-0.139406,-0.282938,-0.630807,-0.176561,-0.057743,-0.617273,-0.015051,-0.094434,-0.816519,-0.091622,-0.145122,-0.915604,-0.159110,-0.205113,-0.968220,-0.196466,0.044192,-0.629193,-0.026607,0.086268,-0.868223,-0.093666,0.047308,-0.973548,-0.137117,-0.020992,-1.000000,-0.152012,0.131976,-0.592528,-0.052922,0.175688,-0.811546,-0.105815,0.141851,-0.922170,-0.122394,0.085895,-0.979466,-0.119222,0.204240,-0.512371,-0.087475,0.260260,-0.693815,-0.128313,0.255729,-0.821162,-0.139621,0.227979,-0.920538,-0.135064
open,0.007918,-0.010539,0.009357,-0.123787,-0.139870,-0.041117,-0.239810,-0.326750,-0.112722,-0.302967,-0.475103,-0.148389,-0.285156,-0.622503,-0.180782,-0.054678,-0.600561,-0.022858,-0.089060,-0.816946,-0.088426,-0.149242,-0.919608,-0.152632,-0.206955,-0.971111,-0.199256,0.039652,-0.627326,-0.009541,0.084877,-0.874281,-0.094028,0.039618,-0.969784,-0.127544,-0.009778,-1.003277,-0.145713,0.127725,-0.601896,-0.047252,0.169704,-0.812325,-0.108509,0.132898,-0.927103,-0.123454,0.089023,-0.971872,-0.119520,0.203339,-0.513969,-0.088996,0.263438,-0.689222,-0.131711,0.251753,-0.819367,-0.133854,0.216257,-0.918401,-0.137969
open,0.008643,0.009556,-0.004059,-0.136622,-0.141625,-0.059046,-0.229467,-0.325648,-0.096118,-0.296237,-0.474364,-0.135029,-0.278314,-0.631386,-0.179918,-0.064979,-0.624718,-0.019730,-0.093219,-0.823199,-0.089616,-0.141704,-0.908724,-0.159821,-0.211032,-0.960792,-0.188324,0.046936,-0.627652,-0.030348,0.092370,-0.861001,-0.085169,0.044635,-0.977556,-0.142122,-0.019299,-0.991130,-0.155734,0.129508,-0.591477,-0.049535,0.177568,-0.807878,-0.101281,0.143158,-0.920066,-0.127592,0.078298,-0.975157,-0.113828,0.202405,-0.511061,-0.087023,0.264354,-0.692417,-0.132740,0.248899,-0.819799,-0.140619,0.226419,-0.923161,-0.136995
open,0.001381,0.003363,0.005297,-0.132726,-0.136700,-0.055593,-0.254107,-0.312442,-0.106116,-0.296292,-0.471365,-0.137913,-0.285585,-0.628484,-0.171366,-0.050855,-0.608803,-0.015753,-0.094528,-0.826061,-0.096904,-0.140470,-0.908482,-0.161340,-0.198828,-0.964958,-0.197247,0.041841,-0.623828,-0.020713,0.090606,-0.875380,-0.092255,0.054835,-0.968609,-0.151379,-0.019264,-0.996896,-0.149652,0.141793,-0.591898,-0.045134,0.172736,-0.813219,-0.105006,0.150801,-0.924854,-0.124693,0.084476,-0.983122,-0.122422,0.199223,-0.516520,-0.088626,0.263795,-0.699756,-0.131093,0.253163,-0.803138,-0.135951,0.230699,-0.922577,-0.128394
open,0.000000,0.000000,0.000000,-0.138806,-0.127510,-0.052196,-0.243965,-0.308602,-0.089500,-0.292921,-0.466608,-0.128097,-0.261740,-0.601649,-0.162228,-0.059868,-0.607654,-0.010802,-0.095870,-0.796373,-0.076077,-0.146434,-0.892280,-0.140143,-0.205737,-0.956134,-0.180443,0.036997,-0.617741,-0.020738,0.055631,-0.836848,-0.068779,0.021534,-0.944990,-0.110507,-0.035789,-1.000000,-0.135212,0.123630,-0.582514,-0.043890,0.151515,-0.786529,-0.082646,0.124220,-0.895677,-0.101565,0.075700,-0.963168,-0.109364,0.195640,-0.504471,-0.075131,0.235080,-0.680775,-0.107857,0.219934,-0.792321,-0.118534,0.181342,-0.875022,-0.119690
open,0.005372,0.000823,-0.007124,-0.139558,-0.128459,-0.058961,-0.238526,-0.310388,-0.082665,-0.293886,-0.465614,-0.137347,-0.258411,-0.603258,-0.154368,-0.066875,-0.608308,-0.006198,-0.099210,-0.795546,-0.079751,-0.144411,-0.885375,-0.138871,-0.212274,-0.947546,-0.182686,0.037611,-0.627270,-0.026724,0.047637,-0.828353,-0.069702,0.021982,-0.940877,-0.117387,-0.033273,-1.001699,-0.123676,0.121937,-0.585105,-0.036627,0.151574,-0.790026,-0.073250,0.126584,-0.903641,-0.107174,0.068420,-0.956165,-0.107201,0.204190,-0.501538,-0.078503,0.241490,-0.675762,-0.102894,0.210061,-0.805812,-0.108496,0.195022,-0.881650,-0.114225
open,-0.001422,-0.010067,0.008220,-0.146603,-0.142415,-0.041181,-0.242655,-0.313545,-0.093911,-0.285557,-0.458190,-0.131614,-0.253985,-0.614646,-0.160698,-0.054977,-0.609487,-0.010742,-0.096032,-0.798379,-0.070172,-0.149860,-0.887702,-0.136905,-0.209422,-0.949015,-0.171558,0.043446,-0.609355,-0.024325,0.060543,-0.841755,-0.077249,0.015233,-0.939058,-0.120895,-0.029063,-1.007557,-0.132857,0.129594,-0.581624,-0.042716,0.156999,-0.790909,-0.088997,0.122248,-0.898716,-0.104748,0.069474,-0.961844,-0.115233,0.195148,-0.503195,-0.082422,0.238185,-0.672443,-0.111800,0.217890,-0.789174,-0.124907,0.181255,-0.873025,-0.122774
open,0.003741,-0.002324,0.000977,-0.142722,-0.138293,-0.052398,-0.239895,-0.307315,-0.082371,-0.293054,-0.464481,-0.129943,-0.258960,-0.603642,-0.156868,-0.052592,-0.614595,-0.011397,-0.092437,-0.794011,-0.073958,-0.155396,-0.892997,-0.137318,-0.201518,-0.955454,-0.180544,0.039638,-0.620182,-0.020691,0.061298,-0.843283,-0.078026,0.026603,-0.948206,-0.117289,-0.035410,-0.993936,-0.131264,0.131666,-0.578792,-0.048448,0.147816,-0.788315,-0.086617,0.129223,-0.888865,-0.100852,0.078748,-0.967279,-0.103314,0.197755,-0.516977,-0.079277,0.239912,-0.682529,-0.100848,0.234630,-0.798153,-0.104592,0.177362,-0.870675,-0.124563
open,0.000000,0.000000,0.000000,-0.119346,-0.113901,-0.037351,-0.203077,-0.275194,-0.069037,-0.225653,-0.414086,-0.105754,-0.187841,-0.500418,-0.141202,-0.057798,-0.534482,-0.012722,-0.096085,-0.709076,-0.074639,-0.148304,-0.804504,-0.133733,-0.205532,-0.870158,-0.172196,0.023673,-0.552766,-0.032526,0.016620,-0.773499,-0.080938,-0.031352,-0.908257,-0.125734,-0.091673,-1.000000,-0.156040,0.101401,-0.525056,-0.062109,0.117937,-0.729226,-0.102604,0.084517,-0.838644,-0.126813,0.033265,-0.909723,-0.141283,0.170780,-0.454652,-0.098055,0.207898,-0.619668,-0.128026,0.194217,-0.723138,-0.138259,0.157170,-0.799463,-0.142837
open,0.001007,0.001411,-0.006360,-0.114518,-0.114276,-0.039061,-0.208369,-0.276997,-0.087558,-0.218993,-0.420788,-0.110526,-0.191839,-0.506078,-0.140307,-0.068315,-0.533888,-0.017736,-0.095767,-0.719345,-0.068963,-0.147604,-0.807507,-0.146661,-0.200102,-0.875361,-0.170051,0.019158,-0.554383,-0.027874,0.019104,-0.779903,-0.091666,-0.033245,-0.906563,-0.122184,-0.082468,-1.011418,-0.164470,0.089676,-0.518736,-0.066544,0.119767,-0.728586,-0.099495,0.085899,-0.843296,-0.123974,0.041112,-0.909849,-0.150601,0.162833,-0.452962,-0.097783,0.217110,-0.622268,-0.116933,0.179027,-0.721287,-0.137286,0.154204,-0.790571,-0.142844
open,0.004746,-0.000920,0.001398,-0.110972,-0.110377,-0.040846,-0.193791,-0.285106,-0.061719,-0.229976,-0.419373,-0.109575,-0.189469,-0.500322,-0.139258,-0.051605,-0.531895,-0.016763,-0.099971,-0.708170,-0.075308,-0.146565,-0.812120,-0.141414,-0.213825,-0.869818,-0.166042,0.011634,-0.555552,-0.031973,0.013006,-0.765904,-0.067608,-0.032906,-0.901485,-0.121533,-0.090225,-1.005990,-0.146024,0.094872,-0.523533,-0.057184,0.119193,-0.728408,-0.092522,0.093228,-0.833561,-0.118223,0.032274,-0.906970,-0.143775,0.169416,-0.450329,-0.098511,0.201326,-0.620551,-0.136120,0.206931,-0.714407,-0.143011,0.154941,-0.803243,-0.146109
open,-0.002155,0.002354,0.003759,-0.121975,-0.109035,-0.043122,-0.199444,-0.273120,-0.060824,-0.230151,-0.418234,-0.093937,-0.188690,-0.504713,-0.149702,-0.056457,-0.532597,-0.018195,-0.088453,-0.722311,-0.066985,-0.141992,-0.803734,-0.131138,-0.206304,-0.862556,-0.174377,0.020542,-0.556997,-0.035711,0.012473,-0.779673,-0.085138,-0.029585,-0.895322,-0.107167,-0.084379,-1.007489,-0.153711,0.100314,-0.527640,-0.068333,0.117600,-0.723340,-0.094096,0.080067,-0.833072,-0.124169,0.023218,-0.917458,-0.132201,0.187010,-0.453203,-0.100612,0.209711,-0.618631,-0.126020,0.203605,-0.721966,-0.147293,0.163010,-0.797832,-0.141657
open,0.000000,0.000000,0.000000,-0.142829,-0.144691,-0.056081,-0.246523,-0.337775,-0.094171,-0.285733,-0.502897,-0.134467,-0.260024,-0.660818,-0.169018,-0.051360,-0.645542,-0.005633,-0.092712,-0.836892,-0.078396,-0.145965,-0.934896,-0.147936,-0.209483,-0.989742,-0.189129,0.054237,-0.659285,-0.016105,0.086547,-0.890500,-0.078282,0.053973,-0.985508,-0.125835,-0.007105,-1.000000,-0.147548,0.145887,-0.622184,-0.041309,0.188892,-0.836481,-0.089361,0.159946,-0.937313,-0.109810,0.106919,-0.974391,-0.112685,0.222848,-0.538717,-0.075244,0.274786,-0.722656,-0.113164,0.262307,-0.846879,-0.127143,0.222753,-0.931799,-0.126868
open,-0.001851,-0.002196,0.004205,-0.141718,-0.135131,-0.055359,-0.248692,-0.335448,-0.088984,-0.282046,-0.502646,-0.130703,-0.259469,-0.662107,-0.165305,-0.053962,-0.638742,-0.003808,-0.077087,-0.844464,-0.089865,-0.140008,-0.932777,-0.136718,-0.203422,-0.992466,-0.190284,0.055085,-0.666741,-0.016226,0.085555,-0.890254,-0.081593,0.053104,-0.995569,-0.123259,-0.007188,-0.995509,-0.141853,0.148231,-0.622431,-0.034068,0.185432,-0.838124,-0.090679,0.158354,-0.936553,-0.117019,0.104702,-0.975814,-0.125474,0.219083,-0.541546,-0.080487,0.273973,-0.723088,-0.121616,0.259631,-0.866586,-0.133531,0.228477,-0.927666,-0.128292
open,0.006076,-0.005165,0.005487,-0.136110,-0.150399,-0.066282,-0.243542,-0.336126,-0.098368,-0.285103,-0.504376,-0.136080,-0.258576,-0.654970,-0.159880,-0.049823,-0.649622,-0.003262,-0.095327,-0.843715,-0.078563,-0.138250,-0.940048,-0.148016,-0.209639,-0.990679,-0.194485,0.047393,-0.648599,-0.016703,0.097305,-0.893811,-0.070291,0.050282,-0.983638,-0.117452,-0.001075,-1.009839,-0.154209,0.152352,-0.628153,-0.048069,0.188622,-0.831454,-0.088321,0.149052,-0.941046,-0.091275,0.109647,-0.966769,-0.111995,0.222552,-0.536268,-0.072890,0.285778,-0.720444,-0.112134,0.253481,-0.847495,-0.129525,0.212097,-0.938115,-0.128220
open,-0.004375,-0.009678,-0.002731,-0.145188,-0.140142,-0.054865,-0.238665,-0.335505,-0.092494,-0.287341,-0.494710,-0.136137,-0.270760,-0.665082,-0.167660,-0.035979,-0.646993,0.005618,-0.085872,-0.841550,-0.075260,-0.145971,-0.928205,-0.148003,-0.220291,-0.986593,-0.182383,0.046275,-0.647025,-0.019826,0.083892,-0.884190,-0.083534,0.059569,-0.976275,-0.130817,-0.005345,-1.006115,-0.148254,0.138988,-0.620049,-0.039411,0.196563,-0.840192,-0.093860,0.173267,-0.929837,-0.102724,0.110115,-0.980878,-0.108983,0.231253,-0.532163,-0.081436,0.277811,-0.725021,-0.116907,0.257618,-0.841928,-0.123894,0.215463,-0.935827,-0.128603
open,0.000000,0.000000,0.000000,-0.121744,-0.109947,-0.050668,-0.202548,-0.270513,-0.082021,-0.224688,-0.415832,-0.111865,-0.224624,-0.558199,-0.139770,-0.054669,-0.525783,-0.029876,-0.099778,-0.701925,-0.083657,-0.144302,-0.809324,-0.133291,-0.189671,-0.900740,-0.167016,0.030737,-0.545486,-0.040425,0.022191,-0.759525,-0.083336,-0.019240,-0.897155,-0.122881,-0.072276,-1.000000,-0.150552,0.103914,-0.516279,-0.060615,0.118989,-0.716707,-0.101573,0.094866,-0.837481,-0.127678,0.057068,-0.928671,-0.144025,0.167309,-0.446390,-0.086929,0.206205,-0.606391,-0.123413,0.207864,-0.722624,-0.139764,0.191648,-0.822100,-0.148262
open,0.005915,-0.006381,-0.004907,-0.133595,-0.111421,-0.046981,-0.196406,-0.274295,-0.079738,-0.219392,-0.423701,-0.106147,-0.239131,-0.556458,-0.140658,-0.054388,-0.522943,-0.032653,-0.089010,-0.697264,-0.087468,-0.141554,-0.811169,-0.123671,-0.195767,-0.906464,-0.178211,0.029673,-0.552580,-0.041553,0.025926,-0.775097,-0.091420,-0.018513,-0.894908,-0.117334,-0.068081,-1.002147,-0.144946,0.099857,-0.528407,-0.054897,0.108486,-0.720633,-0.116112,0.099712,-0.831667,-0.131241,0.063074,-0.924105,-0.153746,0.162280,-0.435822,-0.086928,0.201722,-0.599585,-0.123282,0.209931,-0.713111,-0.135245,0.195611,-0.832799,-0.153199
open,0.001783,-0.001780,0.002828,-0.116909,-0.114085,-0.050517,-0.213048,-0.277625,-0.081644,-0.212882,-0.420373,-0.112181,-0.220709,-0.554843,-0.144345,-0.052496,-0.526002,-0.025973,-0.091866,-0.701471,-0.071082,-0.135310,-0.814984,-0.133513,-0.197103,-0.902487,-0.166453,0.032085,-0.548678,-0.037896,0.022917,-0.760592,-0.076565,-0.025968,-0.888045,-0.128672,-0.074434,-0.997747,-0.150993,0.106343,-0.522207,-0.055079,0.121987,-0.711467,-0.099286,0.090131,-0.840431,-0.123513,0.056557,-0.927378,-0.148440,0.170538,-0.443936,-0.080708,0.199936,-0.598447,-0.119829,0.206421,-0.720302,-0.137592,0.194682,-0.812891,-0.150048
open,0.007873,-0.009090,-0.004110,-0.122774,-0.111121,-0.042854,-0.211284,-0.272533,-0.071617,-0.220523,-0.426276,-0.108105,-0.223771,-0.555160,-0.138418,-0.054356,-0.538508,-0.034919,-0.110516,-0.705429,-0.083891,-0.143680,-0.810250,-0.128609,-0.188105,-0.892342,-0.168801,0.040116,-0.552482,-0.045886,0.020495,-0.757094,-0.083283,-0.009841,-0.900744,-0.135093,-0.081931,-1.009512,-0.155120,0.108028,-0.511755,-0.057883,0.118001,-0.711425,-0.093982,0.089688,-0.843327,-0.127595,0.057276,-0.928407,-0.150672,0.156690,-0.439198,-0.087197,0.203912,-0.604687,-0.125974,0.203745,-0.717480,-0.154455,0.197396,-0.820013,-0.139867
open,0.000000,0.000000,0.000000,-0.141797,-0.158116,-0.042697,-0.231922,-0.377295,-0.078855,-0.224718,-0.564696,-0.124569,-0.140633,-0.699651,-0.165265,-0.031925,-0.654385,0.017376,-0.064698,-0.843772,-0.070672,-0.144955,-0.919991,-0.151244,-0.222842,-0.940012,-0.197368,0.060315,-0.680877,-0.004942,0.063690,-0.947487,-0.095848,-0.024428,-1.000000,-0.159854,-0.111593,-0.959898,-0.185077,0.146249,-0.656516,-0.041717,0.162964,-0.907978,-0.107463,0.086798,-0.975016,-0.137075,0.008951,-0.965124,-0.141184,0.225876,-0.579324,-0.086474,0.261958,-0.787251,-0.125514,0.222575,-0.909836,-0.142488,0.160726,-0.979853,-0.145256
open,0.000259,0.002397,-0.003877,-0.137457,-0.164167,-0.053288,-0.226663,-0.372075,-0.069446,-0.218571,-0.565875,-0.124115,-0.140220,-0.707700,-0.156077,-0.033226,-0.661008,0.015673,-0.058052,-0.846275,-0.077163,-0.139306,-0.916167,-0.150375,-0.228794,-0.946166,-0.198026,0.061369,-0.673964,0.009325,0.070269,-0.945854,-0.103111,-0.028269,-1.005091,-0.156080,-0.111711,-0.961912,-0.193363,0.142823,-0.656098,-0.046348,0.167249,-0.921019,-0.110356,0.083785,-0.974368,-0.135714,-0.001613,-0.974255,-0.152512,0.234117,-0.583646,-0.096436,0.264406,-0.785378,-0.130987,0.214087,-0.907024,-0.151092,0.158934,-0.968166,-0.144522
open,0.008351,0.000691,-0.002723,-0.137422,-0.156491,-0.036905,-0.228295,-0.373798,-0.080978,-0.222205,-0.559019,-0.127543,-0.139064,-0.698809,-0.162072,-0.035569,-0.658206,0.007193,-0.061448,-0.843320,-0.072235,-0.148699,-0.928479,-0.155984,-0.219829,-0.934785,-0.209959,0.053766,-0.675831,-0.016862,0.062894,-0.958602,-0.101195,-0.024446,-0.993147,-0.162699,-0.107711,-0.951740,-0.184796,0.144419,-0.641601,-0.044070,0.154003,-0.908931,-0.098043,0.086257,-0.974418,-0.144341,0.010912,-0.966468,-0.136869,0.218711,-0.582189,-0.086067,0.257969,-0.799857,-0.132191,0.227172,-0.908704,-0.142047,0.156837,-0.976288,-0.144851
open,0.003641,0.006444,0.000812,-0.140905,-0.169742,-0.033451,-0.224045,-0.384255,-0.083184,-0.223973,-0.573474,-0.131007,-0.143467,-0.700988,-0.155972,-0.016899,-0.659982,0.017574,-0.073612,-0.838848,-0.069841,-0.144794,-0.923717,-0.144417,-0.221306,-0.945145,-0.190791,0.060013,-0.670166,-0.003538,0.066366,-0.947939,-0.092366,-0.030468,-0.992314,-0.157890,-0.117033,-0.961777,-0.183222,0.143455,-0.659938,-0.042404,0.153657,-0.903204,-0.093256,0.088723,-0.987169,-0.144287,0.004340,-0.972919,-0.137775,0.226933,-0.584797,-0.099870,0.272939,-0.784783,-0.119903,0.214944,-0.913647,-0.137544,0.156737,-0.982274,-0.144744
open,0.000000,0.000000,0.000000,-0.124042,-0.101856,-0.054648,-0.217461,-0.254210,-0.089566,-0.265780,-0.383479,-0.121443,-0.286238,-0.509226,-0.151745,-0.053855,-0.524501,-0.044196,-0.093604,-0.710095,-0.095453,-0.130311,-0.824762,-0.140990,-0.166040,-0.918722,-0.171792,0.036623,-0.536376,-0.053729,0.062883,-0.756052,-0.092684,0.058085,-0.893619,-0.126671,0.042469,-1.000000,-0.150237,0.110556,-0.501830,-0.072955,0.152693,-0.704789,-0.112336,0.156571,-0.836024,-0.139260,0.148667,-0.947223,-0.156774,0.169318,-0.429350,-0.097952,0.228237,-0.582437,-0.132601,0.252339,-0.692547,-0.146394,0.262544,-0.792472,-0.153663
open,-0.007861,0.008524,0.005692,-0.125672,-0.101392,-0.063971,-0.222866,-0.246367,-0.099137,-0.274261,-0.386802,-0.115260,-0.293990,-0.507857,-0.145270,-0.055683,-0.519498,-0.046998,-0.082351,-0.712958,-0.107493,-0.126718,-0.840421,-0.137684,-0.168338,-0.916567,-0.175476,0.047770,-0.541356,-0.055698,0.052207,-0.746489,-0.094787,0.053892,-0.886977,-0.132712,0.050678,-1.001499,-0.143510,0.111924,-0.503421,-0.080389,0.157100,-0.705658,-0.110656,0.147913,-0.842377,-0.137397,0.146484,-0.935938,-0.156661,0.177406,-0.435560,-0.103521,0.237358,-0.574599,-0.132867,0.264745,-0.691227,-0.147149,0.267414,-0.773894,-0.157280
open,0.003237,-0.008518,0.002576,-0.132495,-0.111088,-0.049750,-0.220806,-0.259060,-0.085686,-0.268249,-0.384595,-0.117262,-0.279540,-0.504097,-0.163444,-0.050393,-0.522116,-0.043248,-0.097457,-0.710438,-0.094648,-0.126353,-0.825582,-0.135358,-0.169483,-0.909267,-0.173237,0.035517,-0.537920,-0.060046,0.061236,-0.762364,-0.091623,0.061461,-0.897291,-0.123403,0.049882,-0.997567,-0.147412,0.108755,-0.497270,-0.072982,0.159199,-0.702626,-0.105480,0.148963,-0.843428,-0.133825,0.145869,-0.952187,-0.154790,0.166767,-0.426607,-0.103036,0.226937,-0.577168,-0.127419,0.270366,-0.685255,-0.136914,0.270459,-0.792639,-0.155267
open,-0.010542,0.000955,-0.002528,-0.116467,-0.090282,-0.054786,-0.217464,-0.256768,-0.092539,-0.266491,-0.388353,-0.125526,-0.295532,-0.515382,-0.154293,-0.050548,-0.516511,-0.045686,-0.108117,-0.706607,-0.095705,-0.130138,-0.829164,-0.145298,-0.147396,-0.926080,-0.171856,0.038417,-0.528221,-0.046298,0.056648,-0.754409,-0.096145,0.051012,-0.897829,-0.128974,0.047047,-1.002547,-0.148502,0.111616,-0.502167,-0.079662,0.146146,-0.716417,-0.109272,0.169333,-0.840233,-0.137240,0.139030,-0.948323,-0.155052,0.175054,-0.418932,-0.099893,0.220962,-0.578023,-0.140143,0.259312,-0.694938,-0.146901,0.267334,-0.785236,-0.154376
open,0.000000,0.000000,0.000000,-0.135867,-0.156228,-0.040592,-0.221161,-0.351549,-0.073268,-0.227840,-0.518063,-0.112081,-0.170343,-0.647554,-0.147816,-0.049176,-0.605881,0.009047,-0.080020,-0.788315,-0.058543,-0.134877,-0.879608,-0.124042,-0.195815,-0.931897,-0.164182,0.039252,-0.625305,-0.008105,0.043218,-0.848177,-0.064677,-0.001353,-0.953249,-0.111357,-0.058861,-1.000000,-0.137749,0.121965,-0.597222,-0.038715,0.143197,-0.811690,-0.084069,0.104800,-0.915255,-0.106633,0.052240,-0.973481,-0.116083,0.197543,-0.525838,-0.076651,0.243296,-0.707398,-0.108878,0.235983,-0.831898,-0.121928,0.207235,-0.930525,-0.126758
open,-0.014771,0.003224,-0.006385,-0.139199,-0.159438,-0.042493,-0.220695,-0.353308,-0.061495,-0.245504,-0.519586,-0.109140,-0.172113,-0.648078,-0.148830,-0.039390,-0.615700,0.012110,-0.087921,-0.782115,-0.057088,-0.132019,-0.880441,-0.129704,-0.189112,-0.927412,-0.160003,0.040048,-0.624923,-0.003498,0.051276,-0.848765,-0.066579,-0.003655,-0.952236,-0.110440,-0.057402,-1.005281,-0.138668,0.117141,-0.592317,-0.043133,0.138304,-0.806682,-0.079691,0.103217,-0.919019,-0.087565,0.053658,-0.971162,-0.112811,0.200775,-0.538414,-0.081301,0.241458,-0.699095,-0.093684,0.243205,-0.827597,-0.116804,0.222093,-0.929131,-0.133737
open,0.002119,0.003417,0.014661,-0.134445,-0.150304,-0.040914,-0.232415,-0.343856,-0.077858,-0.228619,-0.517557,-0.100944,-0.170833,-0.649173,-0.147601,-0.065378,-0.602376,0.011295,-0.071915,-0.790658,-0.053185,-0.134719,-0.878602,-0.131065,-0.195976,-0.923404,-0.160914,0.039768,-0.619838,-0.014963,0.051313,-0.856839,-0.063626,0.001268,-0.952231,-0.115211,-0.057574,-1.002134,-0.140261,0.122837,-0.594101,-0.040195,0.138264,-0.815672,-0.086969,0.108581,-0.909946,-0.112200,0.054796,-0.972156,-0.119406,0.199142,-0.521217,-0.069472,0.244952,-0.709229,-0.108607,0.230498,-0.828291,-0.119361,0.208631,-0.938612,-0.128731
open,0.002195,0.003272,-0.009439,-0.139670,-0.151720,-0.044378,-0.223307,-0.347172,-0.077939,-0.226794,-0.516969,-0.114841,-0.168844,-0.644449,-0.142455,-0.047730,-0.616525,0.003620,-0.076155,-0.790161,-0.054512,-0.133510,-0.870878,-0.128148,-0.187800,-0.930055,-0.175137,0.038876,-0.627137,-0.014443,0.054442,-0.842161,-0.064231,-0.003014,-0.959151,-0.108395,-0.061221,-0.997440,-0.145316,0.113324,-0.600028,-0.040515,0.133886,-0.808420,-0.076426,0.106561,-0.919008,-0.109904,0.047151,-0.967079,-0.114205,0.203202,-0.521082,-0.069387,0.248687,-0.713382,-0.116668,0.243923,-0.838972,-0.121058,0.203986,-0.927482,-0.135000
open,0.000000,0.000000,0.000000,-0.142334,-0.144709,-0.055313,-0.242760,-0.335602,-0.098022,-0.283090,-0.503464,-0.143953,-0.238896,-0.652312,-0.184345,-0.058362,-0.628823,-0.002182,-0.094649,-0.818278,-0.080301,-0.151227,-0.909886,-0.153515,-0.212500,-0.951249,-0.195918,0.038621,-0.645910,-0.013269,0.051602,-0.869029,-0.073627,0.012054,-0.970739,-0.120049,-0.047329,-1.000000,-0.143770,0.127558,-0.611376,-0.040135,0.160252,-0.819964,-0.087636,0.127758,-0.921751,-0.106964,0.073781,-0.970945,-0.111281,0.205079,-0.532020,-0.075759,0.257361,-0.712728,-0.112308,0.250561,-0.835173,-0.125448,0.217462,-0.927285,-0.126565
open,-0.011631,-0.002514,-0.008068,-0.145959,-0.147988,-0.055881,-0.242518,-0.332891,-0.105381,-0.286653,-0.497461,-0.155776,-0.241010,-0.652505,-0.178147,-0.057311,-0.632764,-0.003316,-0.096540,-0.822334,-0.082774,-0.144834,-0.914376,-0.157288,-0.214048,-0.952817,-0.198271,0.050839,-0.658196,-0.011100,0.049993,-0.883118,-0.063961,0.019323,-0.962258,-0.122792,-0.047985,-0.998550,-0.148515,0.134684,-0.609846,-0.037318,0.156897,-0.817667,-0.094692,0.126038,-0.929809,-0.097096,0.072316,-0.968015,-0.116725,0.213426,-0.531326,-0.076614,0.255888,-0.709510,-0.118231,0.255857,-0.821212,-0.131516,0.220816,-0.928104,-0.126461
open,0.004552,-0.001180,-0.007455,-0.145108,-0.145598,-0.052476,-0.241564,-0.341590,-0.104407,-0.281913,-0.508270,-0.145953,-0.246622,-0.635918,-0.183274,-0.065642,-0.639034,-0.004664,-0.095213,-0.820888,-0.081917,-0.138407,-0.912690,-0.150040,-0.217981,-0.952982,-0.195377,0.037447,-0.644674,-0.006264,0.054259,-0.872845,-0.071456,0.004801,-0.969776,-0.115396,-0.054445,-0.994789,-0.145979,0.137006,-0.607002,-0.045090,0.164807,-0.818178,-0.101165,0.132835,-0.923802,-0.102430,0.074059,-0.972941,-0.106595,0.201717,-0.532549,-0.069379,0.248969,-0.714630,-0.116207,0.259178,-0.839940,-0.120708,0.218951,-0.926985,-0.124305
open,0.005736,-0.002726,0.004975,-0.143923,-0.144824,-0.062424,-0.238278,-0.341506,-0.086061,-0.279269,-0.495958,-0.142399,-0.239416,-0.652781,-0.178823,-0.048907,-0.630447,-0.012981,-0.096432,-0.819891,-0.084475,-0.143351,-0.910556,-0.152527,-0.203144,-0.944901,-0.201767,0.044756,-0.638928,-0.011101,0.050733,-0.874609,-0.076661,0.015579,-0.975748,-0.130235,-0.052938,-1.005560,-0.153131,0.127493,-0.616666,-0.032467,0.161674,-0.822768,-0.080242,0.133766,-0.915202,-0.103284,0.072008,-0.968075,-0.107287,0.217703,-0.532418,-0.069671,0.256101,-0.712136,-0.109305,0.246162,-0.840652,-0.123198,0.222594,-0.917458,-0.135540
